INDEX,Bsku,Manufac,Name,Flavor,Size,Minimum
03408,73856,V05,Conditioner Vitaburst Surge,,15oz,6
03409,73858,V05,Shampoo Herbal Pomegranate,,15oz,6
03410,73860,V05,Conditioner Herbal Pomegranate,,15oz,6
03411,73862,V05,Shampoo Blackberry & Sage,,15oz,6
03412,73864,V05,Conditioner Blackberry & Sage,,15oz,6
03413,38516,Dr. Bronner,Pure-Castile Soap Eucalyptus,,1 Gallon,4
03414,38518,Dr. Bronner,Pure-Castile Soap Lavender,,1 Gallon,4
03415,38534,Dr. Bronner,Pure-Castile Soap Baby,,1 Gallon,4
03416,38539,Dr. Bronner,Pure-Castile Soap Tea Tree,,1 Gallon,4
03417,38550,Dr. Bronner,Pure-Castile Soap Rose,,1 Gallon,4
03418,68205,Silicon Mix,Treatment Jar,,60oz,6
03419,68206,Miss Key,10-en-1 Rinse,,16oz,24
03420,68201,Silicon Mix,Jar Treatment,,16oz,24
03421,68200,Silicon Mix,Jar Treatment,,8oz,36
03422,68204,Silicon Mix,Treatment Jar,,36oz,12
03423,68203,Miss Key,10-en-1 Super Conditioner,,8oz,24
03424,68202,Silicon Mix,Shampoo,,16oz,24
03425,17841,*Beautiful Collection,Advanced Gray Solution 3oz 24pc Display,,,1
03426,38507,Dr. Bronner,Pure-Castile Soap Almond,,1 Gallon,4
03427,37144,Smooth 'N Shine,Scalp and Breakage Miracle Leave-In Treatment Conditioner,,7oz,6
03428,37146,Smooth 'N Shine,Scalp and Breakage Miracle Nourishing Balm,,5.5oz,6
03429,14420,Magic,Bump Rescue Cream Treatment,,3.95oz,6
03430,87730,Roots of Nature,Strengthening Oil Moisturizer,,8.5oz,6
03431,87732,Roots of Nature,Triple Repair Hairdress,,6oz,6
03432,87734,Roots of Nature,Reconstructing Deep Treatment,,10oz,6
03433,87736,Roots of Nature,Stimulating Scalp Oil,,4oz,6
03434,43424,*Hollywood,Assorted Bar Soap 3oz 48pc Display,,,1
03435,02750,Personna,Eyebrow Shaper,,3pk,12
03436,03090,At One With Nature,Silky Texture No-Lye Relaxer Kit Regular,Regular,,12
03437,03092,At One With Nature,Silky Texture No-Lye Relaxer Kit Super,Super,,12
03438,82302,Salon Pro,Hair Bond Glue Black,,1oz,144
03439,16785,Africa's Best,Organics Olive Oil Shampoo 12oz w/free Olive Oil Leave-In Conditioner 6oz,,,12
03440,73205,Queen Helene,Soy & Cocoa Butter Lotion,,32oz,6
03441,04227,*Black Opal,2' Empty 2009 Display #M077,,,1
03442,02011,Andis Professional,#26704 Styliner II Blade,,,6
03443,44106,Heat Exxpress,Thermal Stand,,,1
03444,91571,TCB,No Base Relaxer Jar 9oz 20% Free,Regular,,6
03445,91573,TCB,No Base Relaxer Jar 9oz 20% Free,Super,,6
03446,14152,*Doo Gro,1.75oz 12pc Display Mega Thick,,,1/3
03447,14154,*Doo Gro,1.75oz 12pc Display Mega Long,,,1/3
03448,05101,*Black Opal,2009 Bulk Wall 306pc Display,,,1
03449,56812,*Sof n' Free n' Pretty,Olive & Sunflower Oil 12pc Case Pack,,,1
03450,40673,Isoplus,Extra Virgin Olive Oil Sheen,,11oz,12
03451,02060,Andis Retail,#80305 Ultra Turbo 1875 Watt,,,12
03452,02002,Andis Professional,#26155 Styliner M3 Trimmer,,,6
03453,10302,G'N H,1875 Watt Pistol Dryer #2274,,,12
03454,10304,G'N H,1875 Watt Styler Dryer #2275,,,12
03455,10300,G'N H,1875 Watt Turbo Dryer #3201,,,12
03456,10314,G'N H,"Gold 1-1/4"" Curling Iron #2072",,,12
03457,10120,Gold 'N Hot Professional,Stove Iron System #5250,,,1
03458,10112,Gold 'N Hot Professional,Styling Comb #299,,,12
03459,10106,Gold 'N Hot Professional,Turbo Dryer 1875 Watt #2257,,,12
03460,67746,Eco Style,Protein Styling Gel,,5lb,6
03461,40674,Isoplus,Natural Remedy Tea Tree & Olive Oil Relaxer Kit,,,12
03462,01905,Ampro,Neutra Foam Shampoo,,16oz,6
03463,01907,Ampro,Neutra Foam Conditioner,,16oz,6
03464,56803,Sof n' Free n' Pretty,Olive Detangler,,12oz+4oz,6
03465,90282,WaveBuilder,Deep Wave Pomade,,3oz,12
03466,90292,WaveBuilder,Spin'n Classic Wave Cream,,8oz,12
03467,37194,*Smooth 'N Shine,Bonus Mousse 16pc Pre-Pack,,,1
03468,33300,*Ardell,Lash Spinner Rack 144pc Display,,,1
03469,33310,Ardell,Duralash Lashes Flare Short Black,,,4/72
03470,33311,Ardell,Duralash Lashes Flare Medium Black,,,4/72
03471,33312,Ardell,Duralash Naturals Knot-Free Flares Short Black,,,4/72
03472,33313,Ardell,Duralash Naturals Knot-Free Flares Medium Black,,,4/72
03473,33314,Ardell,Duralash Naturals Individual Regular Short Black,,,4/72
03474,33315,Ardell,Duralash Naturals Individual Regular Medium Black,,,4/72
03475,12403,Clubman,After Shave Lotion,,12.5oz,12
03476,21059,Hi-Pro-Pac,Placenta Shampoo,,12oz,12
03477,21060,Hi-Pro-Pac,Placenta Conditioner,,12oz,12
03478,66631,Noxzema,Anti Blemish Astringent,,8oz,3/12
03479,88900,Fds,Feminine Deodorant Spray Extra Strength,,2oz,6/12
03480,88902,Fds,Feminine Deodorant Spray Baby Powder,,2oz,6/12
03481,88904,Fds,Feminine Deodorant Spray Shower Fresh,,2oz,6/12
03482,88906,Fds,Feminine Deodorant Spray Sheer Freshness w/Aloe,,2oz,6/12
03483,88908,Fds,Feminine Deodorant Spray White Blossom,,2oz,6/12
03484,88910,Fds,Feminine Deodorant Spray Delicate Breeze,,2oz,6/12
03485,88912,Fds,Feminine Deodorant Spray Ocean Breeze,,2oz,6/12
03486,81970,*Jamaican Mango & Lime,Scalp Conditioner 12pc Display,,,6
03487,83030,Nubian,Carrot & Pomegranate Soap,,5oz,6/72
03488,83033,Nubian,Goats Milk & Chai Soap,,5oz,6/72
03489,83036,Nubian,Indian Hemp Soap,,5oz,6/72
03490,52000,*Taliah Waajid,Black Earth Hair care 20pc Display,,,1
03491,89975,*Blue Magic,15pc Pre-Pack 12oz Conditioner w/3pcs NC Leave-In Styling Conditioner 13.75oz,Original w/free Tea Tree Oil,,1
03492,89976,*Blue Magic,15pc Pre-Pack 12oz Conditioner w/3pcs NC Leave-In Styling Conditioner 13.75oz,Bergamot w/free Olive Oil,,1
03493,89977,*Blue Magic,15pc Pre-Pack 12oz Conditioner w/3pcs NC Leave-In Styling Conditioner 13.75oz,Coconut w/free Carrot Oil,,1
03494,10709,Palmer's,Fragrance Free Lotion,,13.5oz,12
03495,10750,Palmer's,Olive Butter Pump,,13.5oz,6/12
03496,14934,*Dr. Miracle's,Deep Treatment 1.75oz 12pc Display Super ,,,1/3
03497,81938,Jamaican Mango & Lime,Sproil Spray Oil,,6oz,6
03498,81963,Jamaican Mango & Lime,Braid Twist Remover,,8oz,6
03499,81965,Jamaican Mango & Lime,"No More Itch Cool Scalp Braid, Twist & Lock Gel",,6oz,6
03500,81967,Jamaican Mango & Lime,Shea Butter Conditioning Shine,,6oz,6
03501,82286,Profectiv,Mega Growth No-Lye Relaxer Kit Regular,Regular,4 App,6
03502,82288,Profectiv,Mega Growth No-Lye Relaxer Kit Super,Super,4 App,6
03503,83001,Nubian,African Black Soap Body Wash,,13oz,12
03504,83002,Nubian,Oats & Aloe Body Lotion,,13oz,12
03505,83004,Nubian,Shea Butter Body Wash,,13oz,12
03506,83005,Nubian,Shea Butter Body Lotion,,13oz,12
03507,83007,Nubian,Body Butter Body Wash,,13oz,12
03508,83008,Nubian,Body Butter Body Lotion,,13oz,12
03509,83010,Nubian,Peppermint Body Wash,,13oz,12
03510,83011,Nubian,Peppermint Body Lotion,,13oz,12
03511,83013,Nubian,Olive & Green Tea Body Wash,,13oz,12
03512,83014,Nubian,Olive Butter Body Lotion,,13oz,12
03513,83016,Nubian,Honey & Blackseed Body Wash,,13oz,12
03514,83017,Nubian,Honey & Blackseed Body Lotion,,13oz,12
03515,83019,Nubian,Raw Shea Butter Body Wash,,13oz,12
03516,83020,Nubian,Raw Shea Butter Body Lotion,,13oz,12
03517,83022,Nubian,Ivorian Cocoa Body Wash,,13oz,12
03518,83023,Nubian,Ivorian Cocoa Body Lotion,,13oz,12
03519,83025,Nubian,Coconut & Papaya Body Wash,,13oz,12
03520,83026,Nubian,Coconut & Papaya Body Lotion,,13oz,12
03521,83028,Nubian,Lemongrass Body Wash,,13oz,12
03522,83029,Nubian,Lemongrass Body Lotion,,13oz,12
03523,91901,*Motions,Marula Hair care 14pc Display,,,1
03524,10312,G'N H,"Gold Spring Curling Iron 1"" #2071",,,12
03525,10308,G'N H,"Gold Spring Curling Iron 1/2"" #2069",,,12
03526,10310,G'N H,"Gold Spring Curling Iron 3/4""#2070",,,12
03527,17842,Beautiful Collection,Advanced Gray Solution,Midnight Black 1A,3oz,6/48
03528,17843,Beautiful Collection,Advanced Gray Solution,Rich Dark Brown 2A,3oz,6/48
03529,17844,Beautiful Collection,Advanced Gray Solution,Burgundy Brown 2RV,3oz,6/48
03530,17845,Beautiful Collection,Advanced Gray Solution,Mahogany Red Brown 4R,3oz,6/48
03531,17846,Beautiful Collection,Advanced Gray Solution,Light Golden Chestnut 6G,3oz,6/48
03532,16677,Kids Organics,Protein & Vitamin Fortified Hair & Scalp Remedy,,7.5oz,12
03533,16787,Africa's Best,Organics Olive Oil Shampoo 12oz w/free Olive Oil Growth Oil 4oz,,,12
03534,16788,Africa's Best,Organics Stimulating Therapy Shampoo 12oz,w/free Coconut Oil Growth Oil 4oz,,12
03535,16789,Africa's Best,Organics Stimulating Therapy Shampoo 12oz,w/free Tea Tree Growth Oil 4oz,,21
03536,16790,Africa's Best,Organics Olive Oil Deep Conditioner,,15oz+3oz,12
03537,89035,St.Ives,Mineral Body Wash,,13.5oz,6
03538,02010,Andis Professional,Styliner II Trimmer #26700,,,12
03539,02018,Andis Professional,T-Edjer Black Trimmer #15430,,,12
03540,02016,Andis Professional,T-Edjer Blade #15528,,,12
03541,02015,Andis Professional,T-Edjer Trimmer #15515,,,12
03542,10738,Palmer's,Cocoa Butter SPF 15 Lotion,,8.5oz,6
03543,73225,Queen Helene,Cocoa Butter Belly Cream for Stretch Marks,,8oz,6
03544,82030,*Profectiv,Growth Renew Feather Lite display 20pcs,,,1
03545,52010,Taliah Waajid,Black Earth Total Body Shampoo,,8oz,6
03546,52012,Taliah Waajid,Black Earth Enhancing Herbal Conditioner,,8oz,6
03547,52020,Taliah Waajid,Tight Hold Gel,,6oz,6
03548,52024,Taliah Waajid,Black Earth African Healing Oyl,,8oz,6
03549,52028,Taliah Waajid,Black Earth Strengthener Medicated,,6oz,6
03550,52030,Taliah Waajid,Crinkles & Curls Lotion,,8oz,6
03551,21049,Demert,Wig Travel Care System 4pc,,,6
03552,68503,Fair & White,Bleaching Gel Crème,,1oz,12
03553,67758,Eco Style,Super Protein Styling Gel,,12oz,6
03554,79897,*Black Radiance,Mineral Foundation Kit 6pc Pre-pack,,,1
03555,53395,*Luster's,Pink Smooth Touch Kit 12pc Pre-pack,Regular,,1
03556,53396,*Luster's,Pink Smooth Touch Kit 12pc Pre-pack,Super,,1
03557,53488,Luster's,Pink Relaxer Kit w/free Glosser 2oz,Regular,,6
03558,53489,Luster's,Pink Relaxer Kit w/free Glosser 2oz,Super,,6
03559,82315,Salon Pro,30 Sec Lace Wig Bond & Remover System Kit,,,6
03560,29240,Elasta QP,Men Texturizer Kit,,,6
03561,29245,Elasta QP,Men Glaze,,4oz,6
03562,29250,Elasta QP,Men Wave & Style Gel,,8oz,6
03563,29255,Elasta QP,Men Soft Hair Moisturizer,,8oz,6
03564,13034,Clear Essence,Acne Blemish Wash,,4oz,24
03565,13100,Clear Essence,Baby Soothing Milk Bar,,4oz,12
03566,13103,Clear Essence,Baby Soothing Vapor Bar,,4oz,12
03567,13106,Clear Essence,Baby Oil w/Lavender,,10oz,12
03568,13109,Clear Essence,Baby Oil w/Eucalyptus & Menthol,,10oz,12
03569,13112,Clear Essence,Baby Lotion w/Sweet Pea,,10oz,12
03570,13114,Clear Essence,Baby Lotion w/Milk & Honey,,10oz,12
03571,13116,Clear Essence,Baby Hair & Body Wash,,10oz,12
03572,13058,Clear Essence,Lemon Fade Serum,,.5oz,12
03573,13056,Clear Essence,Lemon Moisturizing Body Oil,,4oz,12
03574,13072,Clear Essence,Swiss Collagen Body Creme,,19oz,6
03575,13074,Clear Essence,Sensitive Skin Smooth Creme,,4oz,6/36
03576,13002,Clear Essence,Skin Beautifying Oil,,8oz,24
03577,13026,Clear Essence,Skin Lightening Serum,,.5oz,12
03578,13020,Clear Essence,Toner Astringent,,8oz,12
03579,82317,Salon Pro,30 Sec Lace Wig Touch Up Bond,,.25oz,6
03580,82316,Salon Pro,30 Sec Lace Wig Bond Extreme Hold,,.5oz,6/144
03581,82318,Salon Pro,30 Sec Lace Wig Bond Remover Step 1,,4oz,12
03582,82319,Salon Pro,30 Sec Lace Wig Bond Remover Step 2,,4oz,12
03583,82321,Salon Pro,30 Sec Lace Wig Bond Skin Cleanser,,4oz,12
03584,93184,Vitale,Princess Olive Oil Miracle Hair Dress,,6oz,12
03585,33301,Ardell,Fashion Lashes Black Glamour #101,,,4/72
03586,33302,Ardell,Fashion Lashes Black Natural #102,,,4/72
03587,33303,Ardell,Fashion Lashes Black Glamour #103,,,4/72
03588,33304,Ardell,Fashion Lashes Black Glamour #105,,,4/72
03589,33305,Ardell,Fashion Lashes Black Glamour #107,,,4/72
03590,33306,Ardell,Fashion Lashes Black Natural #108,,,4/72
03591,33307,Ardell,Fashion Lashes Black Natural #109,,,4/72
03592,33308,Ardell,Fashion Lashes Black Natural #110,,,4/72
03593,72597,*Nunaat,Treatment 34pc Display,,,1
03594,68500,Fair & White,Exfoliating Soap,,7oz,12
03595,68501,Fair & White,Black Soap Purifying & Softening,,7oz,12
03596,44405,Clearasil,Daily Face Wash,,6.5oz,12
03597,24367,Creme of Nature,Detangling Shampoo 20oz w/free Extreme Conditioner 8oz,,,6
03598,24369,Creme of Nature,Ultra Moisturizing Shampoo 20oz w/free Extreme Conditioner 8oz,,,6
03599,80044,Rubee,Moisture Therapy Lotion Pump,,33.8oz,12
03600,34016,*Hask Placenta,Hot Crème Olive Oil 12pc Display ,,,1/12
03601,14164,Doo Gro,Mega Thick Intense Repair,,16oz,12
03602,82032,Profectiv,Growth Renew Temple Restoration Topical Spray,,4oz,12
03603,01954,Ampro,Protein Gel 6oz Twin Pack,,,12
03604,67423,Ambi,Fade Cream Normal,,2oz,3/24
03605,67425,Ambi,Fade Cream Oily,,2oz,3/24
03606,82034,Profectiv,Growth Renew Temple Defense Leave-In Conditioner,,15oz,12
03607,82036,Profectiv,Growth Renew Hair Restoration FeatherLite Oil,,6oz,12
03608,82038,Profectiv,Growth Renew Feather Lite Deep Down Relief,,6oz,12
03609,82040,Profectiv,Growth Renew Feather Lite Restoration Shine Spray,,6oz,12
03610,10743,Palmer's,Coconut Oil 25% Free Shampoo,,17oz,6
03611,10745,Palmer's,Coconut Oil 25% Free Conditioner,,10.6oz,6
03612,10723,Palmer's,Cocoa Butter Rapid Moisture Spray Lotion,,7oz,3/6
03613,10725,Palmer's,Olive Oil 25% Free Conditioner,,10.6oz,6
03614,64044,Perfect Purity,Baby Powder,,14oz,12
03615,21200,*5 Hour Energy,3-Tier Countertop Mixed Rack 72pc Display,,,1
03616,21057,*Hi-Pro-Pac,Hot Oil Protein Treatment 1oz 12pc Display,,,1/12
03617,21058,*Hi-Pro-Pac,Conditioner for Color Treated Hair 1oz 12pc Display,,,1/12
03618,37408,Wet-N-Wavy,Frizz Free Detangling Spray,,8oz,12
03619,37405,Wet-N-Wavy,Liquid Wet Gel,,8oz,12
03620,37403,Wet-N-Wavy,Tangle Free Spray,,8oz,12
03621,45305,Wig Heads,"With Faces 12""",,,10
03622,90448,*Sylvia's,Baby Lima Beans 15oz 12pc Case Pack,,,1
03623,90440,*Sylvia's,Black Eye Peas 15oz 12pc Case Pack,,,1
03624,90492,*Sylvia's,Flapjack & Pancake Mix 10oz 12pc Case Pack,,,1
03625,90416,*Sylvia's,Honey Mustard 10oz 12pc Case Pack,,,1
03626,90471,*Sylvia's,Hot Spice 5.5oz 12pc Case Pack,,,1
03627,90489,*Sylvia's,Hushpuppie Mix 10oz 9pc Case Pack,,,1
03628,90464,*Sylvia's,Mixed Greens 14.5oz 12pc Case Pack,,,1
03629,90446,*Sylvia's,Peas w/Snaps 15oz 12pc Case Pack,,,1
03630,68036,*Kuza Kidz,Alexia Prayer Doll 6pc Case Pack,,,1
03631,68037,*Kuza Kidz,Lila Jo Gospel Doll 6pc Case Pack,,,1
03632,68060,*Kuza Kidz,"Shana Lynn 16.5"" Doll 6pc Case Pack",,,1
03633,30315,Barbee,Vinyl Glove Small,,100ct,10
03634,50500,Slik Stick,"6"" Mini Flat Iron",,,0
03635,93091,Grofine,Indian Hemp,,4oz,24
03636,08170,*Sock Panty Bra,20Pkt Cardboard Display,,,1
03637,87605,Money House Blessing,Incense Holder Teak Reg Size,,,144
03638,21590,Money House Blessing,Airwash Ice Blue,,7oz,12
03639,21592,Money House Blessing,Airwash Orange,,7oz,12
03640,21472,Money House Blessing,Incense Fruit,,22 Sticks,6/144
03641,21468,Money House Blessing,Incense Jasmine,,22 Sticks,6/144
03642,21490,Money House Blessing,Incense Potpourri,,22 Sticks,6/144
03643,21476,Money House Blessing,Incense Rainbow Assortment,,22 Sticks,6/144
03644,21480,Money House Blessing,Incense Sandlewood,,22 Sticks,6/144
03645,21488,Money House Blessing,Incense Strawberry,,22 Sticks,6/144
03646,21492,Money House Blessing,Incense African Violet,,22 Sticks,6/144
03647,21422,Money House Blessing,Spray Cinnamon,,14.4oz,12
03648,21424,Money House Blessing,Spray Melon,,14.4oz,12
03649,21580,Money House Blessing,Spray Fruit,,4oz,12
03650,21586,Money House Blessing,Spray Potpourri,,4oz,12
03651,21582,Money House Blessing,Spray Strawberry,,4oz,12
03652,21588,Money House Blessing,Spray Vanilla,,4oz,12
03653,30708,Beauty & Barber Furniture,Anti-Fatigue Mat 3X4 Black Marble,,,1
03654,30709,Beauty & Barber Furniture,Anti-Fatigue Mat 3X4 Solid Black,,,1
03655,30704,Beauty & Barber Furniture,Barber Chair Black,,,1
03656,30706,Beauty & Barber Furniture,Childs Booster Seat,,,2
03657,30701,Beauty & Barber Furniture,Dryer Chair Black,,,1
03658,30705,Beauty & Barber Furniture,Shampoo Bowl,,,1
03659,30702,Beauty & Barber Furniture,Shampoo Chair Black,,,1
03660,30703,Beauty & Barber Furniture,Styling Chair Black,,,1
03661,30707,Beauty & Barber Furniture,Styling Chair w/Chrome Arms,,,1
03662,86576,*Lekair,Bond Glue Dark 12pc Display,,,4
03663,41014,Liquid Gold,After Bond Conditioner,,8oz,12
03664,41006,Liquid Gold,Bond Dissolver,,4oz,12
03665,41010,Liquid Gold,Bond Sealer,,8oz,12
03666,41002,Liquid Gold,Clear Bond Glue,,.5oz,12
03667,82314,*Salon Pro,30 Sec Bonding Glue 54pc Display,,,1
03668,82304,Salon Pro,Hair Bonding Glue,,2oz,48
03669,82306,Salon Pro,Hair Bonding Glue,,4oz,48
03670,82303,Salon Pro,Hair Bond Glue White,,1oz,72
03671,82308,Salon Pro,Hair Bond Remover,,2oz,48
03672,82310,Salon Pro,Hair Bond Remover,,4oz,48
03673,09303,Darbee,Pink Foam Roller Medium #951,,,12/144
03674,09306,Darbee,Pink Foam Roller Large #952,,,12/144
03675,09309,Darbee,Pink Foam Roller Jumbo #953,,,12/144
03676,09315,Darbee,Black Foam Roller Medium #955,,,12/144
03677,09318,Darbee,Black Foam Roller Large #956,,,12/144
03678,09321,Darbee,Black Foam Roller Jumbo #957,,,12/144
03679,83215,Darbee,Tie Ragg Wave Cap Black,,,12/144
03680,83204,Darbee,Tie Ragg Wave Cap Brown,,,12/144
03681,83217,Darbee,Tie Ragg Wave Cap Burgundy,,,12/144
03682,83206,Darbee,Tie Ragg Wave Cap Green,,,12/144
03683,83212,Darbee,Tie Ragg Wave Cap Grey,,,12/144
03684,83208,Darbee,Tie Ragg Wave Cap Navy,,,12/144
03685,83202,Darbee,Tie Ragg Wave Cap Tan,,,12/144
03686,83210,Darbee,Tie Ragg Wave Cap White,,,12/144
03687,02697,Gold Magic,Styling Comb #GM-C21,,,12/72
03688,02666,Gold Magic,2Pc Pic Set #GM-C39,,,12/72
03689,02669,Gold Magic,Black Rubber Band #200,,,12/72
03690,02657,Gold Magic,Black Hair Pins 50ct #82,,,6/72
03691,02612,Gold Magic,Shower Cap #11350,,,6/72
03692,02638,Gold Magic,Wave Cap 2pk #43000,,,6/144
03693,88328,Gold Medal,Curve Pic #24200AC,,,12/144
03694,88316,Gold Medal,Large Styler #22950AC,,,12/144
03695,43387,*Hollywood,Brush #87 48pcs Fishbowl Display,,,1
03696,43220,Hollywood,Solid Cocoa Butter,,2oz,24
03697,40804,*Jenny-Capp,12pc Clip strip,,,1
03698,40802,*Jenny-Capp,Side Kick 18pcs,,,1
03699,90000,*Stay On,Satin Wrap Scarf 12pcs,,,1/6
03700,90001,*Stay On Satin,Anti-Breakage Large Black Bonnet 12pcs,,,1/6
03701,90134,Stay On Satin,Anti-Breakage Extra Large Bonnet #7638,,,12
03702,90010,WaveBuilder,Stretch Black #698,,,12/72
03703,30320,Cellucotton,Beauty Coil 40ft,,,12
03704,09213,Cold Wave,Rods Grey Long,,,60/300
03705,09223,Cold Wave,Rods Lilac Long,,,24/240
03706,25269,Cold Wave,Rods Red Mini,,,60/600
03707,19502,*Wrapp-It Jr.,Styling Strips White 40ct 9pc Display,,,1/4
03708,30310,*Pst 158,Professional Towels 2 Ply,,500ct,1
03709,30330,Sanek,See Thru Foil,,35ct,48
03710,91700,Spray Bottle,,,8oz,108
03711,17482,Clairol,Soy 4Plex Pure White Creme Developer 20 Standard Lift,,2oz,24
03712,00480,*Super Glue,Card .3 Grams 12pc Display,,,1/72
03713,12460,*5 Second,Ultrafast Nail Glue 2g 12pc Display,,,1/12
03714,66153,*Touch 'N Brow,Clip strip 12ct,,,1/10
03715,66151,Touch 'N Brow,Razor,,3pack,10/200
03716,16767,Africa's Best,Mayonnaise,,29oz,12
03717,16747,Ultimate Organics,Olive Oil Body Lotion,,12oz,12
03718,16769,Africa's Best,Triple Repair,,6oz,12
03719,80151,African Gold,Oil Moisturizer,,12oz,12
03720,02372,African Royale,Castor G.R.O.,,6oz,12
03721,02390,African Royale,Super G.R.O.,,6oz,12
03722,02398,African Royale,Super G.R.O. Maximum,,6oz,12
03723,47304,Apex,Pressing Oil,,3.5oz,6/72
03724,47308,Apex,Pressing Oil,,16oz,12
03725,33320,Ardell,LashGrip Strip Lash Clear Adhesive,,.25oz,6/72
03726,33321,Ardell,LashGrip Strip Lash Dark Adhesive,,.25oz,6/72
03727,33322,Ardell,LashTite Individual Lash Dark Adhesive,,.125oz,6/72
03728,33323,Ardell,Lashfree Individual Lash Remover,,.2oz,6/72
03729,80102,Artra,Complete Skin Cream Normal,,2oz,12
03730,80125,Artra,Complete Skin Cream Dry,,2oz,12
03731,80128,Artra,Complete Skin Cream Oily,,2oz,12
03732,12910,Avatar,Funky Fruit Hair Color Rinse,Grape Purple,2.8oz,6/120
03733,12912,Avatar,Funky Fruit Hair Color Rinse,Orange Orange,2.8oz,6/120
03734,12914,Avatar,Funky Fruit Hair Color Rinse,Berry Pink,2.8oz,6/120
03735,12917,Avatar,Funky Fruit Hair Color Rinse,Lime Green,2.8oz,6/120
03736,12920,Avatar,Funky Fruit Hair Color Rinse,Berry Blue,2.8oz,6/120
03737,12923,Avatar,Funky Fruit Hair Color Rinse,Plum Red,2.8oz,6/120
03738,12926,Avatar,Funky Fruit Hair Color Rinse,Apple Red,2.8oz,6/120
03739,12930,Avatar,Funky Fruit Hair Color Rinse,Pear Gold,2.8oz,6/120
03740,67310,Aveeno,Body Wash Fragrance Free,,12oz,12
03741,94278,B&C Skin Tight,Bump Roll-on Regular,,.5oz,12
03742,94280,B&C Skin Tight,Bump Roll-on Extra Strength,,.5oz,12
03743,33411,Bernard Evans,Platinum Conditioner Brightening,,8oz,6
03744,33413,Bernard Evans,Platinum Hair Gloss,,4oz,6
03745,88509,Betty Hutton,Pomade,,4.62oz,144
03746,66150,Bigen,Hair Color Trays & Swatches,,,1/48
03747,90201,Black n' Sassy,Creamy Setting,,13.3oz,6
03748,90200,NeutrLab,Creamy Setting,,16oz,12
03749,90223,NeutrLab,Fresh Braid Spray,,8oz,12
